NACA 9130
     1.000000    0.003150
     0.991493    0.007812
     0.977505    0.015375
     0.961993    0.023617
     0.944991    0.032478
     0.926619    0.041854
     0.907070    0.051610
     0.886566    0.061599
     0.865328    0.071691
     0.843547    0.081773
     0.821376    0.091762
     0.798934    0.101594
     0.776309    0.111224
     0.753569    0.120615
     0.730768    0.129743
     0.707950    0.138586
     0.685153    0.147125
     0.662409    0.155345
     0.639752    0.163230
     0.617210    0.170766
     0.594813    0.177939
     0.572591    0.184738
     0.550571    0.191149
     0.528783    0.197161
     0.507253    0.202764
     0.486011    0.207947
     0.465083    0.212704
     0.444496    0.217028
     0.424277    0.220912
     0.404453    0.224354
     0.385050    0.227352
     0.366092    0.229908
     0.347605    0.232023
     0.329612    0.233704
     0.312138    0.234959
     0.295204    0.235797
     0.278832    0.236233
     0.263040    0.236282
     0.247846    0.235963
     0.233264    0.235297
     0.219305    0.234308
     0.205975    0.233020
     0.193279    0.231460
     0.181215    0.229654
     0.169776    0.227631
     0.158952    0.225418
     0.148730    0.223040
     0.139092    0.220522
     0.130016    0.217889
     0.121480    0.215159
     0.113458    0.212355
     0.105926    0.209491
     0.098867    0.206564
     0.092391    0.203210
     0.086436    0.199268
     0.080875    0.194843
     0.075618    0.189987
     0.070605    0.184732
     0.065787    0.179096
     0.061133    0.173087
     0.056616    0.166713
     0.052223    0.159980
     0.047945    0.152900
     0.043781    0.145489
     0.039736    0.137774
     0.035822    0.129794
     0.032055    0.121600
     0.028453    0.113255
     0.025036    0.104834
     0.021824    0.096416
     0.018833    0.088080
     0.016073    0.079897
     0.013552    0.071929
     0.011269    0.064222
     0.009221    0.056810
     0.007400    0.049709
     0.005797    0.042927
     0.004403    0.036458
     0.003208    0.030295
     0.002205    0.024421
     0.001389    0.018819
     0.000757    0.013471
     0.000311    0.008357
     0.000057    0.003462
     0.000008   -0.001236
     0.000178   -0.005589
     0.000585   -0.009609
     0.001265   -0.013339
     0.002285   -0.016788
     0.003739   -0.019913
     0.005730   -0.022593
     0.008291   -0.024643
     0.011293   -0.025946
     0.014542   -0.026574
     0.017916   -0.026697
     0.021374   -0.026471
     0.024915   -0.026006
     0.028548   -0.025380
     0.032287   -0.024651
     0.036140   -0.023867
     0.040110   -0.023072
     0.044199   -0.022304
     0.048409   -0.021603
     0.052740   -0.021004
     0.057191   -0.020541
     0.061762   -0.020251
     0.066452   -0.020167
     0.071261   -0.020322
     0.076189   -0.020752
     0.081236   -0.021490
     0.086407   -0.022572
     0.091712   -0.024036
     0.097163   -0.025933
     0.102835   -0.028244
     0.108882   -0.030661
     0.115377   -0.033100
     0.122359   -0.035563
     0.129873   -0.038043
     0.137971   -0.040532
     0.146703   -0.043018
     0.156125   -0.045489
     0.166291   -0.047928
     0.177258   -0.050316
     0.189075   -0.052631
     0.201790   -0.054845
     0.215442   -0.056932
     0.230060   -0.058861
     0.245661   -0.060601
     0.262251   -0.062125
     0.279824   -0.063403
     0.298360   -0.064414
     0.317836   -0.065137
     0.338217   -0.065559
     0.359467   -0.065671
     0.381545   -0.065468
     0.404410   -0.064953
     0.428018   -0.064131
     0.452328   -0.063011
     0.477295   -0.061605
     0.502874   -0.059929
     0.529019   -0.057999
     0.555681   -0.055834
     0.582807   -0.053453
     0.610344   -0.050877
     0.638232   -0.048124
     0.666404   -0.045215
     0.694787   -0.042169
     0.723297   -0.039004
     0.751833   -0.035740
     0.780267   -0.032396
     0.808435   -0.028995
     0.836120   -0.025566
     0.863042   -0.022147
     0.888854   -0.018784
     0.913176   -0.015533
     0.935655   -0.012451
     0.956043   -0.009585
     0.974251   -0.006964
     0.990350   -0.004595
     1.000000   -0.003150
