NACA 9110
     1.000000    0.001050
     0.994731    0.002715
     0.984090    0.006046
     0.970729    0.010171
     0.956160    0.014595
     0.941248    0.019046
     0.926242    0.023447
     0.911197    0.027779
     0.896127    0.032041
     0.881035    0.036231
     0.865922    0.040349
     0.850789    0.044396
     0.835637    0.048370
     0.820466    0.052272
     0.805277    0.056102
     0.790071    0.059859
     0.774848    0.063544
     0.759609    0.067154
     0.744355    0.070691
     0.729086    0.074154
     0.713803    0.077541
     0.698507    0.080852
     0.683198    0.084087
     0.667877    0.087244
     0.652544    0.090323
     0.637201    0.093323
     0.621849    0.096241
     0.606487    0.099078
     0.591116    0.101831
     0.575738    0.104500
     0.560354    0.107082
     0.544963    0.109577
     0.529567    0.111981
     0.514168    0.114294
     0.498765    0.116514
     0.483360    0.118637
     0.467954    0.120662
     0.452548    0.122587
     0.437143    0.124408
     0.421742    0.126123
     0.406345    0.127729
     0.390953    0.129223
     0.375570    0.130601
     0.360196    0.131860
     0.344834    0.132995
     0.329486    0.134004
     0.314156    0.134881
     0.298845    0.135621
     0.283559    0.136220
     0.268300    0.136671
     0.253073    0.136969
     0.237885    0.137108
     0.222741    0.137079
     0.207650    0.136875
     0.192621    0.136488
     0.177667    0.135907
     0.162808    0.135122
     0.148082    0.134122
     0.133593    0.132903
     0.119673    0.131488
     0.107190    0.129991
     0.097338    0.128573
     0.089539    0.126483
     0.082300    0.123469
     0.075243    0.119528
     0.068225    0.114616
     0.061198    0.108692
     0.054169    0.101740
     0.047182    0.093788
     0.040299    0.084907
     0.033591    0.075207
     0.027138    0.064838
     0.021038    0.054014
     0.015458    0.043115
     0.010681    0.032849
     0.006998    0.024124
     0.004414    0.017352
     0.002670    0.012242
     0.001493    0.008308
     0.000706    0.005165
     0.000217    0.002561
     0.000005    0.000332
     0.000162   -0.001591
     0.001172   -0.002911
     0.002879   -0.002675
     0.004578   -0.001700
     0.006399   -0.000315
     0.008488    0.001501
     0.011034    0.003888
     0.014337    0.007120
     0.018869    0.011618
     0.025019    0.017604
     0.032486    0.024448
     0.040473    0.031072
     0.048483    0.036879
     0.056359    0.041701
     0.064080    0.045532
     0.071680    0.048405
     0.079231    0.050358
     0.086862    0.051403
     0.094860    0.051485
     0.104300    0.050386
     0.116536    0.048806
     0.130640    0.047168
     0.145504    0.045617
     0.160665    0.044192
     0.175980    0.042889
     0.191401    0.041696
     0.206908    0.040600
     0.222486    0.039589
     0.238124    0.038654
     0.253816    0.037784
     0.269555    0.036972
     0.285336    0.036209
     0.301153    0.035490
     0.317003    0.034808
     0.332884    0.034156
     0.348792    0.033530
     0.364725    0.032925
     0.380681    0.032337
     0.396657    0.031761
     0.412653    0.031193
     0.428664    0.030630
     0.444685    0.030069
     0.460703    0.029507
     0.476708    0.028941
     0.492701    0.028369
     0.508682    0.027789
     0.524652    0.027197
     0.540611    0.026593
     0.556561    0.025973
     0.572502    0.025337
     0.588434    0.024682
     0.604359    0.024007
     0.620277    0.023312
     0.636187    0.022594
     0.652092    0.021853
     0.667992    0.021087
     0.683886    0.020296
     0.699776    0.019479
     0.715662    0.018636
     0.731544    0.017766
     0.747423    0.016868
     0.763299    0.015943
     0.779173    0.014989
     0.795046    0.014008
     0.810916    0.012999
     0.826786    0.011962
     0.842656    0.010897
     0.858525    0.009805
     0.874395    0.008686
     0.890265    0.007540
     0.906136    0.006368
     0.922006    0.005172
     0.937862    0.003951
     0.953648    0.002713
     0.969096    0.001479
     0.983261    0.000330
     0.994481   -0.000593
     1.000000   -0.001050
